,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
366,SAMN19236261,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10601717,3180515100,13.9293560198261,13.9293560198261,WGS,,GENOMIC,PAIRED,SRR14572866,,SRS9006377,SRX10916122,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 55,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_2.fastq.gz,729708394;768012851,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14572866/SRR14572866_2.fastq.gz,360466ca4215b8f77ac03d87142541f9;2b65e2aa2dd41709557d30ad1200f23b,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/066/SRR14572866,1068434018.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/066/SRR14572866,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/066/SRR14572866,62e4c3e99960b7d389071ee07f522273,,,,,,,,2021-12-28,2021-12-28,2021-12-28
367,SAMN19236262,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10758536,3227560800,14.135396954674,14.135396954674,WGS,,GENOMIC,PAIRED,SRR14572865,,SRS9006379,SRX10916123,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 56,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_2.fastq.gz,741339323;786505988,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14572865/SRR14572865_2.fastq.gz,0ccc97a41e2e46aa5a073acb48a894f0;2c752d0b14d9f1e2daa5e90066ae117c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/065/SRR14572865,1093210672.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/065/SRR14572865,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/065/SRR14572865,5004e6f2500be3359095bf1ac4ff5a2c,,,,,,,,2021-12-28,2021-12-28,2021-12-28
368,SAMN19236263,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,14533010,4359903000,19.0945929163826,19.0945929163826,WGS,,GENOMIC,PAIRED,SRR14572864,,SRS9006378,SRX10916124,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 57,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_2.fastq.gz,984642409;1028359565,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14572864/SRR14572864_2.fastq.gz,f7fde0d764e7939783029459250ee650;65f3466c1036dbdb72c9538ff58279c3,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/064/SRR14572864,1438908890.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/064/SRR14572864,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/064/SRR14572864,75de46b6545bf096b7439a6bb94c77d7,,,,,,,,2021-12-28,2021-12-28,2021-12-28
369,SAMN19236264,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,9984308,2995292400,13.1181563084166,13.1181563084166,WGS,,GENOMIC,PAIRED,SRR14572863,,SRS9006380,SRX10916125,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 58,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_2.fastq.gz,686440106;722045589,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14572863/SRR14572863_2.fastq.gz,66bfb388741a674f0cc3709dcc855bee;60cd0f1c241f175be7ae6dd59338b7f8,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/063/SRR14572863,1006027647.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/063/SRR14572863,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/063/SRR14572863,60d77bb4922424b7773828f984944563,,,,,,,,2021-12-28,2021-12-28,2021-12-28
370,SAMN19236265,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,14446915,4334074500,18.981474644453,18.981474644453,WGS,,GENOMIC,PAIRED,SRR14572862,,SRS9006381,SRX10916126,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 59,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_2.fastq.gz,977663619;1031454409,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14572862/SRR14572862_2.fastq.gz,9240a486872f4882a563d20d6d73cbfc;b26f5652a7d21979615bf79295b6851c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/062/SRR14572862,1440944983.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/062/SRR14572862,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/062/SRR14572862,819772d54e7b0ce4aa043ee351b339d7,,,,,,,,2021-12-28,2021-12-28,2021-12-28
371,SAMN19236266,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,13919621,4175886300,18.2886749919893,18.2886749919893,WGS,,GENOMIC,PAIRED,SRR14572861,,SRS9006382,SRX10916127,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 60,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_2.fastq.gz,940867977;976960233,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14572861/SRR14572861_2.fastq.gz,a752a06380ffe8bd56641254eb415afc;3368ada27ff8d06df35035657dcdc060,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/061/SRR14572861,1375951829.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/061/SRR14572861,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/061/SRR14572861,de870224547e74601e1044a2913bfe60,,,,,,,,2021-12-28,2021-12-28,2021-12-28
372,SAMN19236267,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,11339170,3401751000,14.8982788259045,14.8982788259045,WGS,,GENOMIC,PAIRED,SRR14572859,,SRS9006384,SRX10916129,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 61,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_2.fastq.gz,803174411;821491691,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14572859/SRR14572859_2.fastq.gz,5ee3eaec1cf58beb507cd259ae5b40f5;65e4626a83f3444e54b89eea52ab97fa,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/059/SRR14572859,1157830939.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/059/SRR14572859,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/059/SRR14572859,fb3e295f2342f424e8305dee8690b269,,,,,,,,2021-12-28,2021-12-28,2021-12-28
373,SAMN19236268,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,13877279,4163183700,18.233042796507,18.233042796507,WGS,,GENOMIC,PAIRED,SRR14572858,,SRS9006383,SRX10916130,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 62,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_2.fastq.gz,940844394;990169198,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14572858/SRR14572858_2.fastq.gz,cc3d4c85f73ac287105326fa5204d819;16c13f3a9a08f22ca421840ce959aed9,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/058/SRR14572858,1383790249.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/058/SRR14572858,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/058/SRR14572858,d252238945b4983a51e20c40483e41ae,,,,,,,,2021-12-28,2021-12-28,2021-12-28
374,SAMN19236269,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,13932452,4179735600,18.3055333524879,18.3055333524879,WGS,,GENOMIC,PAIRED,SRR14572857,,SRS9006386,SRX10916131,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 63,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_2.fastq.gz,943177457;1004527986,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14572857/SRR14572857_2.fastq.gz,d19e50ef622005eecc8eabfc1b4811d0;217f62d1c504d0ad586cc3096ef69522,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/057/SRR14572857,1397676692.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/057/SRR14572857,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/057/SRR14572857,c3d310c0cc5ee4c1389b14976d18420d,,,,,,,,2021-12-28,2021-12-28,2021-12-28
375,SAMN19236270,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,14106117,4231835100,18.5337078654638,18.5337078654638,WGS,,GENOMIC,PAIRED,SRR14572856,,SRS9006387,SRX10916132,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 64,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_2.fastq.gz,953325841;1008743495,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14572856/SRR14572856_2.fastq.gz,890e9625f9e9a1305431b54977c62674;3a8e275d58d8828c030494abffc5f0b0,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/056/SRR14572856,1409101158.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/056/SRR14572856,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/056/SRR14572856,7baae20237a9e68139ba31d03829653a,,,,,,,,2021-12-28,2021-12-28,2021-12-28
376,SAMN19728911,PRJNA738447,unknown,cerana,unknown,"Tibet, China",Asia,female,worker,2021,unknown,,20565025,6169507500,27.0199209035314,27.0199209035314,WGS,,GENOMIC,PAIRED,SRR16004301,,SRS10265782,SRX12291979,PRJNA78079,HiSeq X Ten sequencing; Genome sequencing of Apis cerana,Apis cerana isolate:YRUPSC-2021 Genome sequencing and assembly,,This sample has been submitted by pda|cqnubee on 2021-09-23; Apis cerana,This sample has been submitted by pda|cqnubee on 2021-09-23; Apis cerana,7461,ILLUMINA,HiSeq X Ten,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_2.fastq.gz,1438408754;1492560500,ftp.sra.ebi.ac.uk/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR160/001/SRR16004301/SRR16004301_2.fastq.gz,0f0f14bdf1b3d6a24f42590757ff0699;24edde81452592a64cae65587b5861ed,fasp.sra.ebi.ac.uk:/vol1/srr/SRR160/001/SRR16004301,2049144934.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR160/001/SRR16004301,ftp.sra.ebi.ac.uk/vol1/srr/SRR160/001/SRR16004301,0f220cfefe74b3f364a45ce1543d543f,,,,,,,,2021-09-23,2021-09-23,2021-09-23
377,SAMN23443044,PRJNA783731,unknown,cerana,unknown,China,Asia,unknown,unknown,2021,unknown,,22682041,6791496938,29.7439803876299,29.7439803876299,WGS,,GENOMIC,PAIRED,SRR17041310,,SRS11156031,SRX13231039,,Illumina HiSeq 4000 sequencing; Apismellifera01,Chromosome of Chinese honeybee in Central China,,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,7461,ILLUMINA,Illumina HiSeq 4000,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_2.fastq.gz,1547126800;1622435633,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17041310/SRR17041310_2.fastq.gz,174780d2b6947653c8a9540b7924d216;e8b2f65989a4a77b182a739bf6b9121f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/010/SRR17041310,2278895802.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/010/SRR17041310,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/010/SRR17041310,7be7da2bc0847e8710de48d6edd1dffa,,,,,,,,2021-12-02,2021-12-02,2021-12-03
378,SAMN23443045,PRJNA783731,unknown,cerana,unknown,China,Asia,unknown,unknown,2021,unknown,,17597045,5270471356,23.0825100971914,23.0825100971914,WGS,,GENOMIC,PAIRED,SRR17041309,,SRS11156032,SRX13231040,,Illumina HiSeq 4000 sequencing; Apismellifera02,Chromosome of Chinese honeybee in Central China,,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,7461,ILLUMINA,Illumina HiSeq 4000,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_2.fastq.gz,1286632262;1312609405,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17041309/SRR17041309_2.fastq.gz,892d156f7e8fcc5edced4f514671bc00;4eda6064eca2df2ff5875469350bb332,fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/009/SRR17041309,1727392004.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/009/SRR17041309,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/009/SRR17041309,8864da2f3376b6a9cd713e7a8c76f34d,,,,,,,,2021-12-02,2021-12-02,2021-12-02
379,SAMN23443046,PRJNA783731,unknown,cerana,unknown,China,Asia,unknown,unknown,2021,unknown,,19780269,5924932834,25.9487838426999,25.9487838426999,WGS,,GENOMIC,PAIRED,SRR17041298,,SRS11156043,SRX13231051,,Illumina HiSeq 4000 sequencing; Apismellifera03,Chromosome of Chinese honeybee in Central China,,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,7461,ILLUMINA,Illumina HiSeq 4000,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_2.fastq.gz,1334292046;1402963348,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17041298/SRR17041298_2.fastq.gz,a503932064546af3dfad254b6bfaf70a;a1566ab157b343ccac7aaf7a17648e2c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/098/SRR17041298,1945556876.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/098/SRR17041298,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/098/SRR17041298,970901ea92f1f81ffdec4585648f1a63,,,,,,,,2021-12-02,2021-12-02,2021-12-02
380,SAMN23443047,PRJNA783731,unknown,cerana,unknown,China,Asia,unknown,unknown,2021,unknown,,21712794,6501684346,28.4747197030959,28.4747197030959,WGS,,GENOMIC,PAIRED,SRR17041287,,SRS11156054,SRX13231062,,Illumina HiSeq 4000 sequencing; Apismellifera04,Chromosome of Chinese honeybee in Central China,,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,7461,ILLUMINA,Illumina HiSeq 4000,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_2.fastq.gz,1486427513;1574934188,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17041287/SRR17041287_2.fastq.gz,8084406b8fc59ad002fb75fc8227bf11;a85dca1bc285284acc2cce7929d10f85,fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/087/SRR17041287,2196768261.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/087/SRR17041287,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/087/SRR17041287,e2128fd84d0814d25364249edb82c146,,,,,,,,2021-12-02,2021-12-02,2021-12-02
381,SAMN23443048,PRJNA783731,unknown,cerana,unknown,China,Asia,unknown,unknown,2021,unknown,,19578424,5863813242,25.681105013961,25.681105013961,WGS,,GENOMIC,PAIRED,SRR17041276,,SRS11156065,SRX13231073,,Illumina HiSeq 4000 sequencing; Apismellifera05,Chromosome of Chinese honeybee in Central China,,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,This sample has been submitted by pda|fangfang_8889@163.com on 2021-12-01; Apis cerana,7461,ILLUMINA,Illumina HiSeq 4000,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_2.fastq.gz,1346417727;1438142692,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17041276/SRR17041276_2.fastq.gz,0536657d2159ca0ad337250dd8cfd57e;26c77a9bd9b14b36cb8a1707a0808f15,fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/076/SRR17041276,1996930041.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/076/SRR17041276,ftp.sra.ebi.ac.uk/vol1/srr/SRR170/076/SRR17041276,592b8ca5ba543eb6671559ab0528bbfe,,,,,,,,2021-12-02,2021-12-02,2021-12-02
